Time,Channel A,Channel B
(ms),(mV),(V)

-60.00288954,-1.86485200,-1.73055800
-60.00188954,-1.86485200,-1.73345700
-60.00088954,-1.86454600,-1.73055800
-59.99988954,-1.86454600,-1.73055800
-59.99888954,-1.86454600,-1.73055800
-59.99788954,-1.86454600,-1.73345700
-59.99688954,-1.86424100,-1.73345700
-59.99588954,-1.86424100,-1.73345700
-59.99488954,-1.86424100,-1.73345700
-59.99388954,-1.86424100,-1.73345700
-59.99288954,-1.86393600,-1.73055800
-59.99188954,-1.86393600,-1.73345700
-59.99088954,-1.86393600,-1.73345700
-59.98988954,-1.86363100,-1.72765800
-59.98888954,-1.86363100,-1.72765800
-59.98788954,-1.86363100,-1.73055800
-59.98688954,-1.86363100,-1.73055800
-59.98588954,-1.86332500,-1.73055800
-59.98488954,-1.86332500,-1.72765800
-59.98388954,-1.86332500,-1.73345700
-59.98288954,-1.86302000,-1.73345700
-59.98188954,-1.86302000,-1.73055800
-59.98088954,-1.86302000,-1.73345700
-59.97988954,-1.86302000,-1.72765800
-59.97888954,-1.86271500,-1.73345700
-59.97788954,-1.86271500,-1.73055800
-59.97688954,-1.86271500,-1.73345700
-59.97588954,-1.86271500,-1.73055800
-59.97488954,-1.86241000,-1.73345700
-59.97388954,-1.86241000,-1.73055800
-59.97288954,-1.86241000,-1.73345700
-59.97188954,-1.86210500,-1.72765800
-59.97088954,-1.86210500,-1.73055800
-59.96988954,-1.86210500,-1.73055800
-59.96888954,-1.86210500,-1.73055800
-59.96788954,-1.86179900,-1.72765800
-59.96688954,-1.86179900,-1.72491100
-59.96588954,-1.86179900,-1.72765800
-59.96488954,-1.86179900,-1.73055800
-59.96388954,-1.86149400,-1.73345700
-59.96288954,-1.86149400,-1.73345700
-59.96188954,-1.86149400,-1.73055800
-59.96088954,-1.86118900,-1.73345700
-59.95988954,-1.86118900,-1.73345700
-59.95888954,-1.86118900,-1.73055800
-59.95788954,-1.86118900,-1.73055800
-59.95688954,-1.86088400,-1.72765800
-59.95588954,-1.86088400,-1.73055800
-59.95488954,-1.86088400,-1.73345700
-59.95388954,-1.86088400,-1.73055800
-59.95288954,-1.86057900,-1.73345700
-59.95188954,-1.86057900,-1.73055800
-59.95088954,-1.86057900,-1.72765800
-59.94988954,-1.86027300,-1.72765800
-59.94888954,-1.86027300,-1.73055800
-59.94788954,-1.86027300,-1.72765800
-59.94688954,-1.86027300,-1.73055800
-59.94588954,-1.85996800,-1.73055800
-59.94488954,-1.85996800,-1.71911200
-59.94388954,-1.85996800,-1.72765800
-59.94288954,-1.85996800,-1.73055800
-59.94188954,-1.85966300,-1.73055800
-59.94088954,-1.85966300,-1.73055800
-59.93988954,-1.85966300,-1.73055800
-59.93888954,-1.85935800,-1.73055800
-59.93788954,-1.85935800,-1.73055800
-59.93688954,-1.85935800,-1.73055800
-59.93588954,-1.85935800,-1.73055800
-59.93488954,-1.85905200,-1.72765800
-59.93388954,-1.85905200,-1.73055800
-59.93288954,-1.85905200,-1.72765800
-59.93188954,-1.85905200,-1.73055800
-59.93088954,-1.85874700,-1.73055800
-59.92988954,-1.85874700,-1.73055800
-59.92888954,-1.85874700,-1.73055800
-59.92788954,-1.85844200,-1.73345700
-59.92688954,-1.85844200,-1.72765800
-59.92588954,-1.85844200,-1.73055800
-59.92488954,-1.85844200,-1.72765800
-59.92388954,-1.85813700,-1.73055800
-59.92288954,-1.85813700,-1.72765800
-59.92188954,-1.85813700,-1.72765800
-59.92088954,-1.85783200,-1.73345700
-59.91988954,-1.85783200,-1.73055800
-59.91888954,-1.85783200,-1.72765800
-59.91788954,-1.85783200,-1.73055800
-59.91688954,-1.85752600,-1.73055800
-59.91588954,-1.85752600,-1.72765800
-59.91488954,-1.85752600,-1.73055800
-59.91388954,-1.85752600,-1.73055800
-59.91288954,-1.85722100,-1.72765800
-59.91188954,-1.85722100,-1.73055800
-59.91088954,-1.85722100,-1.72765800
-59.90988954,-1.85722100,-1.73055800
-59.90888954,-1.85691600,-1.72765800
-59.90788954,-1.85691600,-1.72765800
-59.90688954,-1.85691600,-1.72765800
-59.90588954,-1.85661100,-1.72765800
-59.90488954,-1.85661100,-1.73055800
-59.90388954,-1.85661100,-1.73345700
-59.90288954,-1.85661100,-1.73055800
-59.90188954,-1.85630500,-1.73055800
-59.90088954,-1.85630500,-1.72765800
-59.89988954,-1.85630500,-1.72765800
-59.89888954,-1.85630500,-1.72491100
-59.89788954,-1.85600000,-1.72201200
-59.89688954,-1.85600000,-1.72491100
-59.89588954,-1.85600000,-1.72765800
-59.89488954,-1.85569500,-1.72765800
-59.89388954,-1.85569500,-1.72491100
-59.89288954,-1.85569500,-1.73055800
-59.89188954,-1.85569500,-1.72765800
-59.89088954,-1.85539000,-1.72765800
-59.88988954,-1.85539000,-1.72765800
-59.88888954,-1.85539000,-1.72765800
-59.88788954,-1.85539000,-1.72765800
-59.88688954,-1.85508500,-1.72765800
-59.88588954,-1.85508500,-1.72765800
-59.88488954,-1.85508500,-1.72765800
-59.88388954,-1.85478000,-1.72765800
-59.88288954,-1.85478000,-1.72765800
-59.88188954,-1.85478000,-1.72765800
-59.88088954,-1.85478000,-1.72765800
-59.87988954,-1.85447400,-1.72765800
-59.87888954,-1.85447400,-1.72765800
-59.87788954,-1.85447400,-1.72765800
-59.87688954,-1.85447400,-1.73925700
-59.87588954,-1.85416900,-1.72201200
-59.87488954,-1.85416900,-1.72765800
-59.87388954,-1.85416900,-1.72765800
-59.87288954,-1.85386400,-1.72765800
-59.87188954,-1.85386400,-1.72765800
-59.87088954,-1.85386400,-1.72765800
-59.86988954,-1.85386400,-1.72765800
-59.86888954,-1.85355900,-1.72491100
-59.86788954,-1.85355900,-1.72765800
-59.86688954,-1.85355900,-1.73055800
-59.86588954,-1.85355900,-1.73055800
-59.86488954,-1.85325300,-1.72765800
-59.86388954,-1.85325300,-1.72765800
-59.86288954,-1.85325300,-1.73055800
-59.86188954,-1.85294800,-1.73055800
-59.86088954,-1.85294800,-1.72765800
-59.85988954,-1.85294800,-1.72491100
-59.85888954,-1.85294800,-1.72765800
-59.85788954,-1.85264300,-1.72491100
-59.85688954,-1.85264300,-1.72765800
-59.85588954,-1.85264300,-1.72765800
-59.85488954,-1.85264300,-1.72491100
-59.85388954,-1.85233800,-1.72201200
