Time,Channel A,Channel B
(ms),(mV),(V)

-60.00251406,-4.13258500,-1.72765800
-60.00151406,-4.13258500,-1.73055800
-60.00051406,-4.13258500,-1.72765800
-59.99951406,-4.13258500,-1.72765800
-59.99851406,-4.13288900,-1.73055800
-59.99751406,-4.13288900,-1.73055800
-59.99651406,-4.13288900,-1.73055800
-59.99551406,-4.13288900,-1.73345700
-59.99451406,-4.13288900,-1.73345700
-59.99351406,-4.13319500,-1.73055800
-59.99251406,-4.13319500,-1.73055800
-59.99151406,-4.13319500,-1.72765800
-59.99051406,-4.13319500,-1.72765800
-59.98951406,-4.13319500,-1.73055800
-59.98851406,-4.13350000,-1.73635700
-59.98751406,-4.13350000,-1.73055800
-59.98651406,-4.13350000,-1.73055800
-59.98551406,-4.13350000,-1.72765800
-59.98451406,-4.13380500,-1.73055800
-59.98351406,-4.13380500,-1.73345700
-59.98251406,-4.13380500,-1.72765800
-59.98151406,-4.13380500,-1.73055800
-59.98051406,-4.13380500,-1.73055800
-59.97951406,-4.13411000,-1.73055800
-59.97851406,-4.13411000,-1.73055800
-59.97751406,-4.13411000,-1.73055800
-59.97651406,-4.13411000,-1.73055800
-59.97551406,-4.13411000,-1.73055800
-59.97451406,-4.13441600,-1.73055800
-59.97351406,-4.13441600,-1.73345700
-59.97251406,-4.13441600,-1.73055800
-59.97151406,-4.13441600,-1.72765800
-59.97051406,-4.13441600,-1.73055800
-59.96951406,-4.13472100,-1.73055800
-59.96851406,-4.13472100,-1.73055800
-59.96751406,-4.13472100,-1.72491100
-59.96651406,-4.13472100,-1.72765800
-59.96551406,-4.13472100,-1.72765800
-59.96451406,-4.13502600,-1.72765800
-59.96351406,-4.13502600,-1.72765800
-59.96251406,-4.13502600,-1.72765800
-59.96151406,-4.13502600,-1.73055800
-59.96051406,-4.13502600,-1.73055800
-59.95951406,-4.13533100,-1.72765800
-59.95851406,-4.13533100,-1.72765800
-59.95751406,-4.13533100,-1.73055800
-59.95651406,-4.13533100,-1.72765800
-59.95551406,-4.13563600,-1.72765800
-59.95451406,-4.13563600,-1.72765800
-59.95351406,-4.13563600,-1.72765800
-59.95251406,-4.13563600,-1.72765800
-59.95151406,-4.13563600,-1.72765800
-59.95051406,-4.13594200,-1.72765800
-59.94951406,-4.13594200,-1.72765800
-59.94851406,-4.13594200,-1.73055800
-59.94751406,-4.13594200,-1.73055800
-59.94651406,-4.13594200,-1.73055800
-59.94551406,-4.13624700,-1.72765800
-59.94451406,-4.13624700,-1.74215600
-59.94351406,-4.13624700,-1.72765800
-59.94251406,-4.13624700,-1.72765800
-59.94151406,-4.13624700,-1.72765800
-59.94051406,-4.13655200,-1.73345700
-59.93951406,-4.13655200,-1.72765800
-59.93851406,-4.13655200,-1.73055800
-59.93751406,-4.13655200,-1.72765800
-59.93651406,-4.13655200,-1.73055800
-59.93551406,-4.13685800,-1.72765800
-59.93451406,-4.13685800,-1.72765800
-59.93351406,-4.13685800,-1.72765800
-59.93251406,-4.13685800,-1.73055800
-59.93151406,-4.13716200,-1.72765800
-59.93051406,-4.13716200,-1.73055800
-59.92951406,-4.13716200,-1.72765800
-59.92851406,-4.13716200,-1.72765800
-59.92751406,-4.13716200,-1.72765800
-59.92651406,-4.13746800,-1.72765800
-59.92551406,-4.13746800,-1.72765800
-59.92451406,-4.13746800,-1.72491100
-59.92351406,-4.13746800,-1.72765800
-59.92251406,-4.13746800,-1.72765800
-59.92151406,-4.13777300,-1.71911200
-59.92051406,-4.13777300,-1.73055800
-59.91951406,-4.13777300,-1.72765800
-59.91851406,-4.13777300,-1.72765800
-59.91751406,-4.13777300,-1.72765800
-59.91651406,-4.13807800,-1.73055800
-59.91551406,-4.13807800,-1.72765800
-59.91451406,-4.13807800,-1.73055800
-59.91351406,-4.13807800,-1.72491100
-59.91251406,-4.13807800,-1.72765800
-59.91151406,-4.13838300,-1.72765800
-59.91051406,-4.13838300,-1.72765800
-59.90951406,-4.13838300,-1.72765800
-59.90851406,-4.13838300,-1.72765800
-59.90751406,-4.13868800,-1.72491100
-59.90651406,-4.13868800,-1.72765800
-59.90551406,-4.13868800,-1.72765800
-59.90451406,-4.13868800,-1.72765800
-59.90351406,-4.13868800,-1.72765800
-59.90251406,-4.13899400,-1.72765800
-59.90151406,-4.13899400,-1.72765800
-59.90051406,-4.13899400,-1.72491100
-59.89951406,-4.13899400,-1.72201200
-59.89851406,-4.13899400,-1.72765800
-59.89751406,-4.13929900,-1.73055800
-59.89651406,-4.13929900,-1.72765800
-59.89551406,-4.13929900,-1.72491100
-59.89451406,-4.13929900,-1.73055800
-59.89351406,-4.13929900,-1.73055800
-59.89251406,-4.13960400,-1.72765800
-59.89151406,-4.13960400,-1.72765800
-59.89051406,-4.13960400,-1.72765800
-59.88951406,-4.13960400,-1.72491100
-59.88851406,-4.13960400,-1.72765800
-59.88751406,-4.13990900,-1.72765800
-59.88651406,-4.13990900,-1.73055800
-59.88551406,-4.13990900,-1.72765800
-59.88451406,-4.13990900,-1.72765800
-59.88351406,-4.14021500,-1.72491100
-59.88251406,-4.14021500,-1.72491100
-59.88151406,-4.14021500,-1.72491100
-59.88051406,-4.14021500,-1.72765800
-59.87951406,-4.14021500,-1.72491100
-59.87851406,-4.14052000,-1.73055800
-59.87751406,-4.14052000,-1.72765800
-59.87651406,-4.14052000,-1.72201200
-59.87551406,-4.14052000,-1.72491100
-59.87451406,-4.14052000,-1.72765800
-59.87351406,-4.14082500,-1.72765800
-59.87251406,-4.14082500,-1.72765800
-59.87151406,-4.14082500,-1.72765800
-59.87051406,-4.14082500,-1.72765800
-59.86951406,-4.14082500,-1.72491100
-59.86851406,-4.14113000,-1.72491100
-59.86751406,-4.14113000,-1.72765800
-59.86651406,-4.14113000,-1.72765800
-59.86551406,-4.14113000,-1.72765800
-59.86451406,-4.14113000,-1.72765800
-59.86351406,-4.14143500,-1.72765800
-59.86251406,-4.14143500,-1.72765800
-59.86151406,-4.14143500,-1.72765800
-59.86051406,-4.14143500,-1.72491100
-59.85951406,-4.14143500,-1.72491100
-59.85851406,-4.14174100,-1.72491100
-59.85751406,-4.14174100,-1.72765800
-59.85651406,-4.14174100,-1.72765800
-59.85551406,-4.14174100,-1.72491100
-59.85451406,-4.14174100,-1.72201200
-59.85351406,-4.14204500,-1.72765800
