Time,Channel A,Channel B
(ms),(mV),(V)

-60.00270897,-1.45830800,-1.73055800
-60.00170897,-1.45830800,-1.73345700
-60.00070897,-1.45830800,-1.73345700
-59.99970897,-1.45830800,-1.73345700
-59.99870897,-1.45830800,-1.73345700
-59.99770897,-1.45830800,-1.73345700
-59.99670897,-1.45830800,-1.73345700
-59.99570897,-1.45830800,-1.73345700
-59.99470897,-1.45830800,-1.73055800
-59.99370897,-1.45830800,-1.73055800
-59.99270897,-1.45830800,-1.73055800
-59.99170897,-1.45830800,-1.73055800
-59.99070897,-1.45830800,-1.72491100
-59.98970897,-1.45830800,-1.72765800
-59.98870897,-1.45830800,-1.73055800
-59.98770897,-1.45830800,-1.73345700
-59.98670897,-1.45830800,-1.73345700
-59.98570897,-1.45830800,-1.73055800
-59.98470897,-1.45830800,-1.73345700
-59.98370897,-1.45830800,-1.73345700
-59.98270897,-1.45830800,-1.73345700
-59.98170897,-1.45830800,-1.73345700
-59.98070897,-1.45830800,-1.73055800
-59.97970897,-1.45830800,-1.73345700
-59.97870897,-1.45830800,-1.72765800
-59.97770897,-1.45830800,-1.73345700
-59.97670897,-1.45830800,-1.73055800
-59.97570897,-1.45830800,-1.73055800
-59.97470897,-1.45830800,-1.73345700
-59.97370897,-1.45830800,-1.73055800
-59.97270897,-1.45830800,-1.73055800
-59.97170897,-1.45830800,-1.73345700
-59.97070897,-1.45830800,-1.73055800
-59.96970897,-1.45830800,-1.73345700
-59.96870897,-1.45830800,-1.71911200
-59.96770897,-1.45830800,-1.72765800
-59.96670897,-1.45830800,-1.73055800
-59.96570897,-1.45830800,-1.73055800
-59.96470897,-1.45861300,-1.72765800
-59.96370897,-1.45861300,-1.73055800
-59.96270897,-1.45861300,-1.73055800
-59.96170897,-1.45861300,-1.73055800
-59.96070897,-1.45861300,-1.73345700
-59.95970897,-1.45861300,-1.73055800
-59.95870897,-1.45861300,-1.73345700
-59.95770897,-1.45861300,-1.73055800
-59.95670897,-1.45861300,-1.73055800
-59.95570897,-1.45861300,-1.73055800
-59.95470897,-1.45861300,-1.73055800
-59.95370897,-1.45861300,-1.72765800
-59.95270897,-1.45861300,-1.73055800
-59.95170897,-1.45861300,-1.73055800
-59.95070897,-1.45861300,-1.73345700
-59.94970897,-1.45861300,-1.73055800
-59.94870897,-1.45861300,-1.72765800
-59.94770897,-1.45861300,-1.73055800
-59.94670897,-1.45861300,-1.73055800
-59.94570897,-1.45861300,-1.73055800
-59.94470897,-1.45861300,-1.73345700
-59.94370897,-1.45861300,-1.73055800
-59.94270897,-1.45861300,-1.72765800
-59.94170897,-1.45861300,-1.73055800
-59.94070897,-1.45861300,-1.73055800
-59.93970897,-1.45861300,-1.72765800
-59.93870897,-1.45861300,-1.73345700
-59.93770897,-1.45861300,-1.73055800
-59.93670897,-1.45861300,-1.72765800
-59.93570897,-1.45861300,-1.73055800
-59.93470897,-1.45861300,-1.73055800
-59.93370897,-1.45861300,-1.73055800
-59.93270897,-1.45861300,-1.73055800
-59.93170897,-1.45861300,-1.73055800
-59.93070897,-1.45861300,-1.73055800
-59.92970897,-1.45861300,-1.73055800
-59.92870897,-1.45861300,-1.73055800
-59.92770897,-1.45861300,-1.73055800
-59.92670897,-1.45861300,-1.72765800
-59.92570897,-1.45861300,-1.72765800
-59.92470897,-1.45861300,-1.73055800
-59.92370897,-1.45861300,-1.72765800
-59.92270897,-1.45861300,-1.72765800
-59.92170897,-1.45861300,-1.72765800
-59.92070897,-1.45861300,-1.72765800
-59.91970897,-1.45861300,-1.72765800
-59.91870897,-1.45861300,-1.72765800
-59.91770897,-1.45861300,-1.72765800
-59.91670897,-1.45861300,-1.73055800
-59.91570897,-1.45861300,-1.72765800
-59.91470897,-1.45861300,-1.72765800
-59.91370897,-1.45861300,-1.73055800
-59.91270897,-1.45861300,-1.73055800
-59.91170897,-1.45861300,-1.73055800
-59.91070897,-1.45861300,-1.73055800
-59.90970897,-1.45861300,-1.73055800
-59.90870897,-1.45861300,-1.72765800
-59.90770897,-1.45861300,-1.73055800
-59.90670897,-1.45861300,-1.73055800
-59.90570897,-1.45861300,-1.72765800
-59.90470897,-1.45861300,-1.73055800
-59.90370897,-1.45861300,-1.73055800
-59.90270897,-1.45861300,-1.73055800
-59.90170897,-1.45861300,-1.73055800
-59.90070897,-1.45861300,-1.74215600
-59.89970897,-1.45861300,-1.72765800
-59.89870897,-1.45861300,-1.73055800
-59.89770897,-1.45861300,-1.72765800
-59.89670897,-1.45861300,-1.72765800
-59.89570897,-1.45861300,-1.72765800
-59.89470897,-1.45861300,-1.73055800
-59.89370897,-1.45861300,-1.72765800
-59.89270897,-1.45861300,-1.72765800
-59.89170897,-1.45861300,-1.73055800
-59.89070897,-1.45861300,-1.72765800
-59.88970897,-1.45861300,-1.73055800
-59.88870897,-1.45861300,-1.73055800
-59.88770897,-1.45861300,-1.72765800
-59.88670897,-1.45861300,-1.72765800
-59.88570897,-1.45861300,-1.73055800
-59.88470897,-1.45861300,-1.72765800
-59.88370897,-1.45861300,-1.72491100
-59.88270897,-1.45861300,-1.73055800
-59.88170897,-1.45861300,-1.72765800
-59.88070897,-1.45861300,-1.73055800
-59.87970897,-1.45861300,-1.72765800
-59.87870897,-1.45861300,-1.72765800
-59.87770897,-1.45861300,-1.72491100
-59.87670897,-1.45861300,-1.73055800
-59.87570897,-1.45861300,-1.72765800
-59.87470897,-1.45861300,-1.72765800
-59.87370897,-1.45861300,-1.72765800
-59.87270897,-1.45861300,-1.72765800
-59.87170897,-1.45861300,-1.72765800
-59.87070897,-1.45861300,-1.72491100
-59.86970897,-1.45861300,-1.72765800
-59.86870897,-1.45891800,-1.72765800
-59.86770897,-1.45891800,-1.72491100
-59.86670897,-1.45891800,-1.72765800
-59.86570897,-1.45891800,-1.72765800
-59.86470897,-1.45891800,-1.72765800
-59.86370897,-1.45891800,-1.72765800
-59.86270897,-1.45891800,-1.72765800
-59.86170897,-1.45891800,-1.72491100
-59.86070897,-1.45891800,-1.72765800
-59.85970897,-1.45891800,-1.72765800
-59.85870897,-1.45891800,-1.73055800
-59.85770897,-1.45891800,-1.72765800
-59.85670897,-1.45891800,-1.72765800
-59.85570897,-1.45891800,-1.72201200
-59.85470897,-1.45891800,-1.72765800
-59.85370897,-1.45891800,-1.72765800
