Time,Channel A,Channel B
(ms),(mV),(V)

-60.00277999,-0.53686970,-1.73345700
-60.00177999,-0.53717490,-1.73055800
-60.00077999,-0.53748010,-1.73345700
-59.99977999,-0.53748010,-1.73345700
-59.99877999,-0.53778530,-1.73055800
-59.99777999,-0.53809060,-1.73345700
-59.99677999,-0.53809060,-1.73635700
-59.99577999,-0.53839580,-1.73345700
-59.99477999,-0.53870100,-1.73345700
-59.99377999,-0.53900620,-1.73345700
-59.99277999,-0.53900620,-1.73345700
-59.99177999,-0.53931140,-1.73925700
-59.99077999,-0.53961660,-1.73925700
-59.98977999,-0.53961660,-1.73635700
-59.98877999,-0.53992180,-1.73345700
-59.98777999,-0.54022700,-1.73345700
-59.98677999,-0.54022700,-1.73055800
-59.98577999,-0.54053220,-1.73055800
-59.98477999,-0.54083750,-1.73345700
-59.98377999,-0.54083750,-1.73345700
-59.98277999,-0.54114270,-1.73345700
-59.98177999,-0.54144790,-1.73345700
-59.98077999,-0.54144790,-1.73055800
-59.97977999,-0.54175310,-1.73345700
-59.97877999,-0.54205830,-1.73345700
-59.97777999,-0.54205830,-1.73055800
-59.97677999,-0.54236350,-1.73345700
-59.97577999,-0.54266880,-1.73345700
-59.97477999,-0.54266880,-1.73345700
-59.97377999,-0.54297390,-1.73345700
-59.97277999,-0.54327920,-1.73055800
-59.97177999,-0.54327920,-1.73055800
-59.97077999,-0.54358430,-1.73345700
-59.96977999,-0.54388960,-1.73345700
-59.96877999,-0.54388960,-1.73055800
-59.96777999,-0.54419480,-1.72491100
-59.96677999,-0.54450010,-1.73055800
-59.96577999,-0.54450010,-1.73055800
-59.96477999,-0.54480520,-1.73055800
-59.96377999,-0.54511050,-1.73345700
-59.96277999,-0.54511050,-1.73345700
-59.96177999,-0.54541560,-1.73635700
-59.96077999,-0.54572090,-1.73055800
-59.95977999,-0.54602610,-1.73345700
-59.95877999,-0.54602610,-1.73055800
-59.95777999,-0.54633130,-1.73345700
-59.95677999,-0.54663650,-1.73055800
-59.95577999,-0.54663650,-1.73345700
-59.95477999,-0.54694180,-1.73345700
-59.95377999,-0.54724690,-1.73345700
-59.95277999,-0.54724690,-1.73345700
-59.95177999,-0.54755220,-1.73055800
-59.95077999,-0.54785730,-1.73055800
-59.94977999,-0.54785730,-1.73345700
-59.94877999,-0.54816260,-1.73055800
-59.94777999,-0.54846780,-1.73345700
-59.94677999,-0.54846780,-1.72765800
-59.94577999,-0.54877300,-1.73055800
-59.94477999,-0.54907820,-1.73345700
-59.94377999,-0.54907820,-1.73345700
-59.94277999,-0.54938340,-1.73055800
-59.94177999,-0.54968870,-1.73055800
-59.94077999,-0.54968870,-1.73055800
-59.93977999,-0.54999390,-1.73055800
-59.93877999,-0.55029910,-1.73055800
-59.93777999,-0.55029910,-1.72765800
-59.93677999,-0.55060430,-1.73055800
-59.93577999,-0.55090950,-1.73055800
-59.93477999,-0.55121470,-1.73055800
-59.93377999,-0.55121470,-1.73055800
-59.93277999,-0.55151990,-1.73345700
-59.93177999,-0.55182510,-1.73055800
-59.93077999,-0.55182510,-1.72491100
-59.92977999,-0.55213030,-1.72491100
-59.92877999,-0.55243550,-1.73055800
-59.92777999,-0.55243550,-1.73345700
-59.92677999,-0.55274080,-1.72765800
-59.92577999,-0.55304600,-1.73345700
-59.92477999,-0.55304600,-1.73345700
-59.92377999,-0.55335120,-1.73635700
-59.92277999,-0.55365640,-1.73345700
-59.92177999,-0.55365640,-1.73055800
-59.92077999,-0.55396160,-1.73055800
-59.91977999,-0.55426680,-1.73055800
-59.91877999,-0.55426680,-1.73345700
-59.91777999,-0.55457200,-1.73055800
-59.91677999,-0.55487720,-1.72765800
-59.91577999,-0.55487720,-1.73055800
-59.91477999,-0.55518250,-1.73055800
-59.91377999,-0.55548770,-1.73055800
-59.91277999,-0.55548770,-1.73055800
-59.91177999,-0.55579290,-1.72765800
-59.91077999,-0.55609810,-1.73055800
-59.90977999,-0.55640330,-1.73055800
-59.90877999,-0.55640330,-1.73055800
-59.90777999,-0.55670860,-1.73055800
-59.90677999,-0.55701380,-1.73055800
-59.90577999,-0.55701380,-1.73055800
-59.90477999,-0.55731900,-1.73055800
-59.90377999,-0.55762420,-1.72765800
-59.90277999,-0.55762420,-1.72765800
-59.90177999,-0.55792940,-1.72765800
-59.90077999,-0.55823460,-1.72201200
-59.89977999,-0.55823460,-1.73055800
-59.89877999,-0.55853990,-1.72765800
-59.89777999,-0.55884500,-1.73055800
-59.89677999,-0.55884500,-1.73055800
-59.89577999,-0.55915030,-1.72765800
-59.89477999,-0.55945550,-1.73055800
-59.89377999,-0.55945550,-1.72765800
-59.89277999,-0.55976070,-1.73055800
-59.89177999,-0.56006590,-1.73055800
-59.89077999,-0.56006590,-1.72765800
-59.88977999,-0.56037110,-1.72765800
-59.88877999,-0.56067630,-1.73055800
-59.88777999,-0.56098150,-1.73055800
-59.88677999,-0.56098150,-1.72765800
-59.88577999,-0.56128670,-1.73055800
-59.88477999,-0.56159200,-1.73055800
-59.88377999,-0.56159200,-1.73055800
-59.88277999,-0.56189720,-1.72765800
-59.88177999,-0.56220240,-1.72765800
-59.88077999,-0.56220240,-1.73055800
-59.87977999,-0.56250760,-1.73055800
-59.87877999,-0.56281280,-1.72765800
-59.87777999,-0.56281280,-1.73055800
-59.87677999,-0.56311800,-1.73055800
-59.87577999,-0.56342320,-1.72765800
-59.87477999,-0.56342320,-1.72765800
-59.87377999,-0.56372840,-1.73055800
-59.87277999,-0.56403360,-1.73055800
-59.87177999,-0.56403360,-1.72765800
-59.87077999,-0.56433890,-1.73055800
-59.86977999,-0.56464410,-1.72765800
-59.86877999,-0.56494930,-1.73055800
-59.86777999,-0.56494930,-1.72765800
-59.86677999,-0.56525450,-1.73055800
-59.86577999,-0.56555970,-1.72765800
-59.86477999,-0.56555970,-1.72765800
-59.86377999,-0.56586490,-1.72765800
-59.86277999,-0.56617020,-1.72765800
-59.86177999,-0.56617020,-1.72765800
-59.86077999,-0.56647530,-1.72765800
-59.85977999,-0.56678060,-1.73055800
-59.85877999,-0.56678060,-1.72765800
-59.85777999,-0.56708580,-1.72765800
-59.85677999,-0.56739100,-1.73055800
-59.85577999,-0.56739100,-1.72765800
-59.85477999,-0.56769620,-1.72765800
-59.85377999,-0.56800140,-1.72491100
