Time,Channel A,Channel B
(ms),(mV),(V)

-60.00255176,-1.68202900,-1.73055800
-60.00155176,-1.68202900,-1.72765800
-60.00055176,-1.68172400,-1.72765800
-59.99955176,-1.68172400,-1.73055800
-59.99855176,-1.68172400,-1.72765800
-59.99755176,-1.68141900,-1.72765800
-59.99655176,-1.68141900,-1.73055800
-59.99555176,-1.68141900,-1.73055800
-59.99455176,-1.68111300,-1.73055800
-59.99355176,-1.68111300,-1.72765800
-59.99255176,-1.68111300,-1.72765800
-59.99155176,-1.68111300,-1.73055800
-59.99055176,-1.68080800,-1.73055800
-59.98955176,-1.68080800,-1.72491100
-59.98855176,-1.68080800,-1.73055800
-59.98755176,-1.68050300,-1.71911200
-59.98655176,-1.68050300,-1.73055800
-59.98555176,-1.68050300,-1.72765800
-59.98455176,-1.68019800,-1.72765800
-59.98355176,-1.68019800,-1.72765800
-59.98255176,-1.68019800,-1.73055800
-59.98155176,-1.67989200,-1.72765800
-59.98055176,-1.67989200,-1.72765800
-59.97955176,-1.67989200,-1.72765800
-59.97855176,-1.67989200,-1.72765800
-59.97755176,-1.67958700,-1.72765800
-59.97655176,-1.67958700,-1.73055800
-59.97555176,-1.67958700,-1.72765800
-59.97455176,-1.67928200,-1.73055800
-59.97355176,-1.67928200,-1.72765800
-59.97255176,-1.67928200,-1.72491100
-59.97155176,-1.67897700,-1.72765800
-59.97055176,-1.67897700,-1.73055800
-59.96955176,-1.67897700,-1.72765800
-59.96855176,-1.67867200,-1.72765800
-59.96755176,-1.67867200,-1.72765800
-59.96655176,-1.67867200,-1.72491100
-59.96555176,-1.67836600,-1.72491100
-59.96455176,-1.67836600,-1.73055800
-59.96355176,-1.67836600,-1.73055800
-59.96255176,-1.67836600,-1.72765800
-59.96155176,-1.67806100,-1.72765800
-59.96055176,-1.67806100,-1.72765800
-59.95955176,-1.67806100,-1.72491100
-59.95855176,-1.67775600,-1.72491100
-59.95755176,-1.67775600,-1.72765800
-59.95655176,-1.67775600,-1.72765800
-59.95555176,-1.67745100,-1.72765800
-59.95455176,-1.67745100,-1.72765800
-59.95355176,-1.67745100,-1.73055800
-59.95255176,-1.67714500,-1.72765800
-59.95155176,-1.67714500,-1.72491100
-59.95055176,-1.67714500,-1.72765800
-59.94955176,-1.67684000,-1.72765800
-59.94855176,-1.67684000,-1.72765800
-59.94755176,-1.67684000,-1.72765800
-59.94655176,-1.67684000,-1.72765800
-59.94555176,-1.67653500,-1.73055800
-59.94455176,-1.67653500,-1.72765800
-59.94355176,-1.67653500,-1.72765800
-59.94255176,-1.67623000,-1.72491100
-59.94155176,-1.67623000,-1.72491100
-59.94055176,-1.67623000,-1.72765800
-59.93955176,-1.67592500,-1.72491100
-59.93855176,-1.67592500,-1.72491100
-59.93755176,-1.67592500,-1.72765800
-59.93655176,-1.67561900,-1.72491100
-59.93555176,-1.67561900,-1.72765800
-59.93455176,-1.67561900,-1.72491100
-59.93355176,-1.67561900,-1.72491100
-59.93255176,-1.67531400,-1.72765800
-59.93155176,-1.67531400,-1.72765800
-59.93055176,-1.67531400,-1.73055800
-59.92955176,-1.67500900,-1.72765800
-59.92855176,-1.67500900,-1.72765800
-59.92755176,-1.67500900,-1.72765800
-59.92655176,-1.67470400,-1.72765800
-59.92555176,-1.67470400,-1.72765800
-59.92455176,-1.67470400,-1.72765800
-59.92355176,-1.67439900,-1.72491100
-59.92255176,-1.67439900,-1.72765800
-59.92155176,-1.67439900,-1.72765800
-59.92055176,-1.67409300,-1.72491100
-59.91955176,-1.67409300,-1.72765800
-59.91855176,-1.67409300,-1.72765800
-59.91755176,-1.67409300,-1.72491100
-59.91655176,-1.67378800,-1.72765800
-59.91555176,-1.67378800,-1.72765800
-59.91455176,-1.67378800,-1.73055800
-59.91355176,-1.67348300,-1.72491100
-59.91255176,-1.67348300,-1.72765800
-59.91155176,-1.67348300,-1.72491100
-59.91055176,-1.67317800,-1.72765800
-59.90955176,-1.67317800,-1.72765800
-59.90855176,-1.67317800,-1.72765800
-59.90755176,-1.67287300,-1.72491100
-59.90655176,-1.67287300,-1.73055800
-59.90555176,-1.67287300,-1.72765800
-59.90455176,-1.67287300,-1.72765800
-59.90355176,-1.67256700,-1.72765800
-59.90255176,-1.67256700,-1.72491100
-59.90155176,-1.67256700,-1.72491100
-59.90055176,-1.67226200,-1.72765800
-59.89955176,-1.67226200,-1.72765800
-59.89855176,-1.67226200,-1.72491100
-59.89755176,-1.67195700,-1.72491100
-59.89655176,-1.67195700,-1.72201200
-59.89555176,-1.67195700,-1.72765800
-59.89455176,-1.67165200,-1.72491100
-59.89355176,-1.67165200,-1.72491100
-59.89255176,-1.67165200,-1.72491100
-59.89155176,-1.67134700,-1.72765800
-59.89055176,-1.67134700,-1.72765800
-59.88955176,-1.67134700,-1.72765800
-59.88855176,-1.67134700,-1.72491100
-59.88755176,-1.67104100,-1.72491100
-59.88655176,-1.67104100,-1.72201200
-59.88555176,-1.67104100,-1.72765800
-59.88455176,-1.67073600,-1.72491100
-59.88355176,-1.67073600,-1.72491100
-59.88255176,-1.67073600,-1.72765800
-59.88155176,-1.67043100,-1.72491100
-59.88055176,-1.67043100,-1.72491100
-59.87955176,-1.67043100,-1.72491100
-59.87855176,-1.67012600,-1.72491100
-59.87755176,-1.67012600,-1.72201200
-59.87655176,-1.67012600,-1.72765800
-59.87555176,-1.67012600,-1.71621300
-59.87455176,-1.66982000,-1.72201200
-59.87355176,-1.66982000,-1.72765800
-59.87255176,-1.66982000,-1.72765800
-59.87155176,-1.66951500,-1.72491100
-59.87055176,-1.66951500,-1.72491100
-59.86955176,-1.66951500,-1.72491100
-59.86855176,-1.66921000,-1.72765800
-59.86755176,-1.66921000,-1.72765800
-59.86655176,-1.66921000,-1.72491100
-59.86555176,-1.66890500,-1.72491100
-59.86455176,-1.66890500,-1.72491100
-59.86355176,-1.66890500,-1.72491100
-59.86255176,-1.66890500,-1.72765800
-59.86155176,-1.66860000,-1.72491100
-59.86055176,-1.66860000,-1.72491100
-59.85955176,-1.66860000,-1.72491100
-59.85855176,-1.66829400,-1.72491100
-59.85755176,-1.66829400,-1.72491100
-59.85655176,-1.66829400,-1.72491100
-59.85555176,-1.66798900,-1.72491100
-59.85455176,-1.66798900,-1.72491100
-59.85355176,-1.66798900,-1.72201200
