Time,Channel A,Channel B
(ms),(mV),(V)

-60.00288954,-2.12550300,-1.73345700
-60.00188954,-2.12550300,-1.73345700
-60.00088954,-2.12550300,-1.73345700
-59.99988954,-2.12550300,-1.73635700
-59.99888954,-2.12580900,-1.73635700
-59.99788954,-2.12580900,-1.73345700
-59.99688954,-2.12580900,-1.73345700
-59.99588954,-2.12580900,-1.73635700
-59.99488954,-2.12611400,-1.73635700
-59.99388954,-2.12611400,-1.73345700
-59.99288954,-2.12611400,-1.73345700
-59.99188954,-2.12611400,-1.73055800
-59.99088954,-2.12641900,-1.73635700
-59.98988954,-2.12641900,-1.73635700
-59.98888954,-2.12641900,-1.73635700
-59.98788954,-2.12672400,-1.73345700
-59.98688954,-2.12672400,-1.73345700
-59.98588954,-2.12672400,-1.73345700
-59.98488954,-2.12672400,-1.73635700
-59.98388954,-2.12703000,-1.73345700
-59.98288954,-2.12703000,-1.73635700
-59.98188954,-2.12703000,-1.73635700
-59.98088954,-2.12703000,-1.73635700
-59.97988954,-2.12733500,-1.73345700
-59.97888954,-2.12733500,-1.73635700
-59.97788954,-2.12733500,-1.73345700
-59.97688954,-2.12764000,-1.73635700
-59.97588954,-2.12764000,-1.73055800
-59.97488954,-2.12764000,-1.73345700
-59.97388954,-2.12764000,-1.73055800
-59.97288954,-2.12794500,-1.73635700
-59.97188954,-2.12794500,-1.73635700
-59.97088954,-2.12794500,-1.73345700
-59.96988954,-2.12794500,-1.73055800
-59.96888954,-2.12825000,-1.73345700
-59.96788954,-2.12825000,-1.73635700
-59.96688954,-2.12825000,-1.73635700
-59.96588954,-2.12825000,-1.73345700
-59.96488954,-2.12855600,-1.73345700
-59.96388954,-2.12855600,-1.73055800
-59.96288954,-2.12855600,-1.73345700
-59.96188954,-2.12886100,-1.73345700
-59.96088954,-2.12886100,-1.73055800
-59.95988954,-2.12886100,-1.73055800
-59.95888954,-2.12886100,-1.73345700
-59.95788954,-2.12916600,-1.73055800
-59.95688954,-2.12916600,-1.73055800
-59.95588954,-2.12916600,-1.73345700
-59.95488954,-2.12916600,-1.73635700
-59.95388954,-2.12947100,-1.73345700
-59.95288954,-2.12947100,-1.73345700
-59.95188954,-2.12947100,-1.73345700
-59.95088954,-2.12947100,-1.73345700
-59.94988954,-2.12977600,-1.73635700
-59.94888954,-2.12977600,-1.73635700
-59.94788954,-2.12977600,-1.73345700
-59.94688954,-2.13008200,-1.73055800
-59.94588954,-2.13008200,-1.73345700
-59.94488954,-2.13008200,-1.73345700
-59.94388954,-2.13008200,-1.73345700
-59.94288954,-2.13038700,-1.73345700
-59.94188954,-2.13038700,-1.73055800
-59.94088954,-2.13038700,-1.73055800
-59.93988954,-2.13038700,-1.73345700
-59.93888954,-2.13069200,-1.73345700
-59.93788954,-2.13069200,-1.73345700
-59.93688954,-2.13069200,-1.73345700
-59.93588954,-2.13099700,-1.73345700
-59.93488954,-2.13099700,-1.73345700
-59.93388954,-2.13099700,-1.73055800
-59.93288954,-2.13099700,-1.73345700
-59.93188954,-2.13130300,-1.73055800
-59.93088954,-2.13130300,-1.73345700
-59.92988954,-2.13130300,-1.73345700
-59.92888954,-2.13130300,-1.73345700
-59.92788954,-2.13160800,-1.73055800
-59.92688954,-2.13160800,-1.73345700
-59.92588954,-2.13160800,-1.72765800
-59.92488954,-2.13160800,-1.73925700
-59.92388954,-2.13191300,-1.73345700
-59.92288954,-2.13191300,-1.73055800
-59.92188954,-2.13191300,-1.73345700
-59.92088954,-2.13221800,-1.73635700
-59.91988954,-2.13221800,-1.73055800
-59.91888954,-2.13221800,-1.73345700
-59.91788954,-2.13221800,-1.73055800
-59.91688954,-2.13252400,-1.73055800
-59.91588954,-2.13252400,-1.73055800
-59.91488954,-2.13252400,-1.73635700
-59.91388954,-2.13252400,-1.73345700
-59.91288954,-2.13282800,-1.73055800
-59.91188954,-2.13282800,-1.73345700
-59.91088954,-2.13282800,-1.73055800
-59.90988954,-2.13313400,-1.73345700
-59.90888954,-2.13313400,-1.73055800
-59.90788954,-2.13313400,-1.73055800
-59.90688954,-2.13313400,-1.73055800
-59.90588954,-2.13343900,-1.73055800
-59.90488954,-2.13343900,-1.73055800
-59.90388954,-2.13343900,-1.73345700
-59.90288954,-2.13343900,-1.73925700
-59.90188954,-2.13374400,-1.73055800
-59.90088954,-2.13374400,-1.73055800
-59.89988954,-2.13374400,-1.73055800
-59.89888954,-2.13404900,-1.73055800
-59.89788954,-2.13404900,-1.73055800
-59.89688954,-2.13404900,-1.73055800
-59.89588954,-2.13404900,-1.73055800
-59.89488954,-2.13435500,-1.73055800
-59.89388954,-2.13435500,-1.73345700
-59.89288954,-2.13435500,-1.73345700
-59.89188954,-2.13435500,-1.73055800
-59.89088954,-2.13466000,-1.73055800
-59.88988954,-2.13466000,-1.73055800
-59.88888954,-2.13466000,-1.73345700
-59.88788954,-2.13496500,-1.73345700
-59.88688954,-2.13496500,-1.73345700
-59.88588954,-2.13496500,-1.73055800
-59.88488954,-2.13496500,-1.73345700
-59.88388954,-2.13527000,-1.73345700
-59.88288954,-2.13527000,-1.73055800
-59.88188954,-2.13527000,-1.72765800
-59.88088954,-2.13527000,-1.72491100
-59.87988954,-2.13557500,-1.72491100
-59.87888954,-2.13557500,-1.72765800
-59.87788954,-2.13557500,-1.73055800
-59.87688954,-2.13588100,-1.73055800
-59.87588954,-2.13588100,-1.73055800
-59.87488954,-2.13588100,-1.73345700
-59.87388954,-2.13588100,-1.73055800
-59.87288954,-2.13618600,-1.72765800
-59.87188954,-2.13618600,-1.73055800
-59.87088954,-2.13618600,-1.73345700
-59.86988954,-2.13618600,-1.73055800
-59.86888954,-2.13649100,-1.72765800
-59.86788954,-2.13649100,-1.73055800
-59.86688954,-2.13649100,-1.73055800
-59.86588954,-2.13679600,-1.73055800
-59.86488954,-2.13679600,-1.73055800
-59.86388954,-2.13679600,-1.73055800
-59.86288954,-2.13679600,-1.73055800
-59.86188954,-2.13710200,-1.72765800
-59.86088954,-2.13710200,-1.73055800
-59.85988954,-2.13710200,-1.72765800
-59.85888954,-2.13710200,-1.73055800
-59.85788954,-2.13740700,-1.74215600
-59.85688954,-2.13740700,-1.73345700
-59.85588954,-2.13740700,-1.73055800
-59.85488954,-2.13771200,-1.73055800
-59.85388954,-2.13771200,-1.73055800
